Token;Repeticiones;# de archivos
anglianak;2;1
anglianet;4;4
anglo;7;6
angol;19;12
angola;2;2
angolok;2;2
angolszasz;2;1
angolul;4;4
angry;9;5
anguilla;2;2
anh;2;1
anheuser;3;3
anima;2;2
animal;28;17
animals;21;10
animated;2;2
animation;3;2
ankara;2;2
anl;45;5
anlw;2;2
anmsci;4;4
ann;18;12
anna;9;9
annak;212;42
annakidejen;2;2
annal;17;12
annap;3;3
annapolis;2;2
anne;12;10
annex;34;6
annexation;3;3
annie;4;3
anniversary;6;5
annotated;8;6
announce;5;5
announced;51;24
announcement;7;6
announcements;4;3
announces;3;2
announcing;4;4
annual;58;24
annually;5;5
annul;2;2
annulment;5;1
annunzio;16;16
annyat;2;1
annyi;19;13
annyiban;7;7
annyira;27;16
annyiszor;2;2
annyit;19;13
anoka;7;6
anomalies;5;4
anomaly;4;1
anonymous;12;6
anorexia;8;2
another;191;77
anouilh;3;3
anpilov;3;3
ans;4;3
ansa;2;2
ansci;2;2
anselm;6;5
ansett;5;1
ansi;5;5
ansouth;2;2
ansp;4;4
anst;4;4
ansto;2;1
ansv;2;2
answer;25;20
answered;6;5
answering;8;6
answers;21;18
ant;3;2
antagonism;2;2
antagonistic;2;2
antal;8;8
antall;57;23
antallek;3;2
antalli;10;2
antallt;2;2
antarctic;5;2
antarctica;6;2
ante;4;4
antebellum;5;4
antecedents;2;2
antel;2;2
antenna;21;4
antennas;4;1
antenuptial;2;1
anterior;42;10
anteriores;4;3
anteriormente;3;2
antes;11;4
anthony;17;17
anthro;3;3
anthropological;2;2
anthropology;109;105
anti;130;61
antibiotics;3;2
antiboycott;6;1
anticipada;3;2
anticipated;13;12
anticipation;2;2
anticipos;2;2
anticyclone;9;1
anticyclones;4;1
anticyclonic;2;1
antidemokratikus;6;4
antidesgaste;2;1
antiespuma;2;1
antifasiszta;2;1
antigone;22;3
antigua;3;3
antiherrumbre;2;1
antiinflacios;3;3
antioch;4;4
antiquated;3;3
antiquity;2;2
antiszemita;9;8
antiszemitak;2;2
antiszemitanak;3;3
antiszemitizmus;14;6
antiszemitizmusnak;2;1
antiszemitizmusra;2;2
antiszemitizmusrol;2;2
antiszemitizmussal;2;1
antiszemitizmust;6;3
antithesis;3;3
antithetical;3;3
antiwar;3;1
anton;3;2
antonescu;3;2
antonia;5;3
antonio;7;7
antony;8;2
antwerp;2;2
anu;5;5
anual;13;4
anunci;3;1
anv;5;5
anxiety;7;3
any;470;124
anya;6;4
anyag;2;2
anyagat;4;3
anyagban;2;2
anyaggal;2;1
anyagi;34;21
anyagiakban;2;2
anyagilag;4;3
anyagok;4;4
anyagokat;2;2
anyagot;24;22
anyak;5;3
anyanyelv;5;4
anyanyelvu;2;1
anyanyelvuket;2;1
anyanyelvukon;2;1
anyanyelvunk;2;2
anyaorsz;2;1
anyaorszagon;2;1
anybody;2;1
anyilvanossag;2;2
anyirbatori;2;2
anymore;3;3
anyomozohivatal;2;1
anyone;64;34
anything;19;15
anytime;2;2
anyugat;2;2
anyway;6;6
anywhere;11;11
anza;3;3
ao;4;4
aoc;2;2
aol;58;13
aom;2;2
aone;38;6
aonline;5;5
aotearoa;8;6
ap;26;12
apa;13;9
apache;3;3
apana;13;5
aparizsi;3;2
aparlament;2;2
aparlamentben;4;4
aparlamenti;3;3
apart;14;13
apartado;2;2
apartheid;23;8
apartment;15;9
apartments;5;5
apathy;3;3
apatok;3;2
apatsag;2;2
apc;36;7
apci;9;5
apeh;5;5
apenzugyi;4;4
apenzugyminiszter;2;2
aperture;16;12
apertus;5;4
apex;4;3
apexsc;2;2
apgea;2;2
aphasia;6;2
api;9;8
apionet;2;2
apk;5;5
apl;5;3
aplica;2;2
aplicaci;5;5
aplicaciones;2;1
aplicados;2;1
aplicaron;2;1
apmaths;2;2
apo;5;4
apokanak;2;1
apolasara;2;2
apolasat;3;3
apolitikai;10;7
apollo;6;5
apologized;2;2
apology;5;2
apolt;6;3
apon;3;2
aportados;5;4
aportar;3;2
aporte;8;4
aportes;3;2
apostoli;2;1
app;33;3
apparatus;7;5
apparent;15;12
apparently;16;12
appeal;72;32
appealable;5;1
appealed;9;7
appealing;13;7
appeals;59;17
appear;26;24
appearance;13;11
appearances;8;7
appeared;20;17
appearing;4;4
appears;18;15
appeasement;4;1
appellant;7;3
appellants;3;1
appellate;36;2
appellee;4;2
appellees;24;1
appendix;16;13
appetite;2;2
appl;3;1
applauded;3;3
apple;40;11
appleby;2;2
applegate;11;11
apples;3;2
appliances;4;4
applicability;4;4
applicable;16;12
applicant;35;6
applicants;14;7
application;131;77
applications;72;41
applied;49;37
applies;22;18
apply;59;31
applying;20;15
applys;2;2
appoint;5;5
appointed;27;16
appointing;5;4
appointment;14;9
appointments;5;4
appoints;4;2
apponyi;2;1
apportioned;2;1
apportionment;3;3
appraisal;23;8
appreciably;2;1
appreciate;7;6
appreciated;3;3
apprehension;4;4
apprentice;2;2
approach;112;51
approached;3;3
approaches;58;33
approaching;3;3
appropriate;62;36
appropriated;2;2
appropriately;5;5
appropriations;6;4
approval;22;15
approve;4;4
approved;58;27
approves;7;6
approving;2;2
approximate;2;2
approximately;41;25
apps;2;2
appstate;22;5
apr;10;9
apricot;2;2
april;130;54
aprilis;33;17
aprilisban;5;5
aprilisi;2;2
apro;6;5
aprob;3;3
aprobaci;4;3
aprobado;3;2
aprobb;2;2
aproblemat;3;3
apropo;2;1
apropojan;2;2
aprovechar;2;2
aproximadamente;21;12
aps;3;3
apsu;3;3
apt;5;5
apta;3;3
aptitude;4;3
apu;6;5
apuspok;2;2
apv;17;12
apvrt;2;2
aqua;6;5
aquatic;5;3
aquellas;2;2
aquellos;2;2
aquila;7;5
aquinas;13;5
aquino;3;1
aquitaine;2;2
ar;57;12
ara;26;16
arab;36;14
arabia;15;11
arabian;2;2
arabic;4;2
arabism;2;2
aracnet;5;5
arad;5;4
aradi;5;4
aradio;2;2
aradon;3;2
arak;12;11
arakon;6;5
aramco;5;5
aramlatok;4;3
aramlott;2;1
aran;8;7
aranak;2;2
aransas;2;2
arany;11;7
aranya;12;9
aranyaban;4;4
aranyat;3;2
aranyban;14;6
aranylag;2;2
aranyon;2;1
aranyos;4;4
aranytalan;2;2
arat;8;6
aratott;2;1
arb;4;4
arbiter;4;1
arbitrary;8;7
arbitration;13;7
arbitrator;3;1
arbitrators;2;2
arbor;23;10
arc;36;17
arcaba;2;1
arcade;3;3
arcadis;5;5
arcan;2;2
arcc;3;2
arch;21;9
archaeological;2;2
archbishop;2;2
archduke;2;2
archer;19;19
archetypal;3;3
archetype;3;2
archetypes;2;2
archicture;2;1
archimedia;2;2
architect;2;2
architects;3;3
architectural;10;8
architecture;124;110
archive;4;3
archived;2;2
archives;12;12
arcmate;6;2
arco;8;8
arcoff;2;1
arcon;2;1
arcos;3;3
arcot;2;2
arcs;3;2
arctic;3;2
arculatat;2;2
arculcsapasa;3;2
are;1933;281
area;182;87
areas;140;72
aremeles;8;6
aremelesi;4;2
aremelessel;2;2
aremelkedes;2;2
aren;3;3
arena;9;7
arendorseg;2;2
arends;3;3
arete;2;2
argelia;2;2
argentina;71;27
argentinas;2;2
argentine;6;2
argentino;8;7
argo;4;4
arguably;2;1
argue;16;10
argued;27;14
argues;26;21
arguing;12;9
argument;29;14
arguments;44;23
arhangelskt;2;1
ari;5;5
arianespace;2;1
arianism;2;1
arias;6;6
ariel;3;3
arindex;2;1
arise;10;9
arisen;3;3
arises;4;4
arising;14;12
aristocracy;4;4
aristophanes;6;2
aristotelianism;2;1
aristotle;63;14
aristotleian;2;2
aristotles;2;2
arizona;191;47
ark;8;5
arkadii;2;2
arkansas;33;33
arkedvezmeny;2;1
arl;12;5
arla;10;2
arlington;10;7
arlut;5;5
arm;45;5
armaments;2;2
armed;20;17
armenia;3;3
armenian;6;2
armenians;6;2
armey;4;4
armies;2;1
armistice;2;2
armored;5;3
arms;38;18
armstrong;21;16
army;120;28
arn;5;5
arnes;4;4
arno;3;2
arnold;12;10
arom;3;3
aroman;3;2
aron;22;13
aros;5;5
arose;3;3
arosnet;3;3
around;99;62
aroused;2;1
arpa;91;7
arpad;36;16
arpadot;2;2
arpanet;5;5
arr;4;3
arra;240;41
arrange;5;4
arranged;3;3
arrangement;13;11
arrangements;19;12
arranges;3;3
array;9;7
arrears;3;3
arrest;28;20
arrested;27;18
arresting;4;4
arrests;4;3
arrival;4;4
arrivals;3;1
arrive;4;3
arrived;11;10
arrives;3;3
arroganciajat;2;2
arroganciaval;2;2
arrol;156;34
arrupe;2;2
arsenal;2;2
arson;4;3
arsonists;2;1
arsusda;2;2
arszamitasi;2;2
art;261;133
artatlan;6;5
artcenter;5;5
artech;2;2
artemis;2;2
artgraphics;2;2
arthritis;6;3
arthur;22;10
arthurian;3;3
artic;4;4
article;72;47
articles;57;38
articulo;2;2
artifice;2;1
artificial;12;12
artificially;2;2
artillery;2;2
artist;45;14
artistic;8;8
artistry;2;2
artists;16;13
artnet;4;4
arts;61;26
artsitic;2;1
aru;2;2
aruba;3;3
aruknak;2;1
arulasa;2;2
aruljak;2;2
arulo;6;4
aruloi;2;2
arulok;2;1
arut;5;2
arversenyt;2;1
as;3588;333
asa;13;7
asahi;6;5
asajat;2;2
asajto;2;2
asamblea;6;3
asap;2;2
asb;5;5
asbury;2;2
asc;6;4
ascend;8;6
ascendi;10;3
ascendieron;10;5
ascent;3;3
ascetic;2;1
ascienden;3;3
ascii;2;2
ascom;4;4
ascpl;4;4
ascribed;2;2
asd;4;4
asean;9;3
asegura;4;3
asegurar;3;3
asesoramiento;3;2
asesores;2;1
ash;9;7
ashbrook;10;10
ashland;11;7
ashley;10;9
ashton;3;3
asi;9;6
asia;249;14
asian;64;14
asiandevbank;4;4
asianet;2;2
asians;11;2
asiaonline;5;5
asic;5;5
aside;11;10
asignados;4;1
asimismo;2;2
asimov;2;1
asistencia;4;4
asistida;4;2
ask;36;27
asked;45;35
asking;13;12
asks;12;11
aslan;4;4
asm;106;106
asociaci;6;6
asociada;2;2
asociadas;6;5
asp;4;3
aspect;16;14
aspects;137;60
aspentec;3;3
aspin;15;15
aspinall;2;2
aspirations;2;2
aspire;3;3
asrc;3;2
asri;4;4
ass;2;2
assailants;2;2
assasination;2;2
assassinated;3;2
assassination;11;7
assassinations;3;2
assassins;3;3
assault;43;15
assaults;3;3
assembled;4;4
assemblies;2;2
assembly;17;12
asserted;7;5
asserting;5;5
assertion;3;3
assertions;3;2
assertiveness;2;1
asserts;3;1
assesment;2;2
assess;15;15
assessed;7;5
assesses;15;13
assessing;8;8
assessment;54;29
assessments;5;5
asset;11;10
assets;57;18
assign;5;5
assigned;13;11
assignment;4;3
assignments;5;4
assimilation;10;7
assist;25;21
assistance;82;36
assistant;30;13
assistants;2;2
assisted;7;6
assisting;9;8
assistive;2;1
assists;8;8
assocation;2;1
assocdata;2;2
associate;7;6
associated;64;37
associates;4;3
associating;2;1
association;139;61
associations;18;9
assume;11;10
assumed;35;31
assumes;9;8
assuming;4;4
assumption;7;6
assumptions;11;9
assurance;5;4
assurances;6;5
assure;6;5
assured;6;6
assuring;2;2
asszisztalniuk;2;1
asszony;8;4
asszonyok;5;3
ast;3;2
asta;4;1
astaire;2;1
asterisk;3;3
asthma;3;2
asti;2;2
asto;3;3
astonishing;2;1
astoria;3;3
astra;4;4
astro;9;3
astronaut;4;3
astronautics;3;2
astronauts;3;3
astronomical;2;2
astronomy;3;3
astrophil;2;1
asu;24;7
asumi;2;2
asumido;6;3
asumidos;2;2
asumir;5;3
asunci;2;2
asylees;2;1
asylum;5;5
async;20;5
asz;9;6
aszabad;2;2
aszaly;3;3
aszerint;2;2
aszlovak;3;2
aszomszedok;2;2
asztalhoz;2;1
asztalitenisz;2;2
asztallap;2;2
asztalra;2;2
asztrik;2;1
aszukseges;3;2
at;1855;320
atadasat;2;2
atadja;3;3
atadtak;2;2
atagonist;2;2
atalakitani;3;2
atalakitasat;5;4
atalakulas;10;8
atalakulast;2;2
atalakulo;2;2
atalakult;3;3
atalk;5;5
atarsadalom;3;3
atc;14;5
atcon;25;5
atd;2;2
atdd;2;2
atdesk;2;2
atdiv;4;4
atdolgozasra;2;1
atdolgozott;2;2
ate;9;6
ateista;2;1
atelik;2;1
ateljes;6;6
atemi;5;1
atenci;8;3
ateng;5;5
ateny;2;2
atervezetet;2;1
aterzi;2;2
aterzik;2;1
atext;6;6
atf;2;2
atfogo;9;6
atg;4;3
ath;7;4
athabascau;2;1
athalado;3;1
athatva;3;3
atheism;3;3
athen;4;2
athena;2;2
athenet;5;5
athenian;7;3
athenians;2;1
athens;13;10
athensnet;2;2
athletes;5;3
athletic;3;3
athletics;7;5
ati;4;4
atjatszasa;2;2
atk;7;5
atki;2;2
atkins;3;3
atkinson;4;4
atl;8;5
atlag;5;5
atlaga;4;3
atlagar;2;1
atlagat;2;2
atlagban;2;2
atlagkereset;3;3
atlagkeresete;3;3
atlagos;6;6
atlagosan;11;9
atlanta;130;11
atlantaban;2;1
atlantai;3;3
atlantech;2;2
atlantel;2;2
atlanti;17;11
atlantic;20;17
atlanticuc;2;2
atlas;9;8
atlathatatlan;3;2
atlatszo;2;2
atlcom;5;5
atlepett;2;2
atlsysnet;2;2
atm;5;5
atmenet;6;4
atmeneti;13;9
atmenetileg;2;2
atmnet;5;4
atmo;17;1
atmore;4;4
atmos;21;8
atmosphere;21;18
atmospheric;46;11
atms;2;2
atnet;9;5
atobbi;2;2
atok;2;2
atol;2;2
atom;4;4
atomeromu;3;2
atomfegyverek;2;2
atomic;19;9
atorveny;2;2
atory;2;2
atp;2;2
atreide;2;2
atrocitasok;3;3
atrocities;7;4
ats;7;5
atsc;4;4
atszervezes;4;3
att;116;7
attach;12;6
attached;21;17
attachment;2;2
attack;43;21
attacked;10;8
attackers;2;2
attacking;2;2
attacks;30;14
attain;3;3
attained;3;3
attekintette;2;2
attekinthetove;2;2
attelepult;2;2
attempt;81;51
attempted;14;11
attempting;19;15
attempts;76;49
attend;19;14
attendance;7;7
attendant;2;2
attendants;2;2
attended;17;14
attendees;3;2
attending;13;10
attention;71;49
atterjunk;2;1
attesting;2;2
attetelesen;2;1
attgis;5;5
attila;21;15
attitude;45;35
attitudes;72;34
attol;36;20
attorney;103;25
attorneys;48;23
attract;5;5
attracted;4;3
attracting;4;4
attraction;7;5
attractions;5;2
attractive;8;6
attributable;2;2
attributed;14;13
attributes;6;5
attribution;2;2
attuned;2;2
attws;3;3
atu;3;3
atul;2;2
atvenni;2;2
atvert;2;1
atvett;3;2
atvette;2;2
atvilagitas;2;1
atvilagitasat;2;2
atvilagito;2;1
atvl;2;2
atw;2;2
atwood;2;2
aty;2;1
atya;8;3
atypical;3;3
au;982;9
aub;3;3
aubier;2;1
auburn;36;6
auc;20;5
aucassin;2;1
auch;3;1
auck;2;2
auckland;16;7
aucoin;12;12
auction;6;1
auctions;4;2
aud;9;5
audience;17;11
audiences;4;4
audio;11;8
audit;58;10
audited;8;1
auditing;4;3
auditor;11;3
auditors;5;2
audits;7;2
auerbach;2;2
auf;9;1
aug;44;11
augie;3;3
august;86;42
augusta;2;2
augustana;5;4
augustea;2;2
augustine;13;3
augusztus;23;13
augusztusban;8;7
augusztusig;2;1
aui;2;2
aum;3;3
aumakua;2;1
aument;3;2
aumentar;8;6
aumento;8;4
aumentos;3;2
auml;25;2
aunet;4;4
aunque;4;4
aunt;2;2
aur;5;5
aura;3;3
aurelia;2;1
aurobindo;2;1
aurora;5;3
auroranet;2;2
aus;8;6
ausa;2;2
auschwitz;2;1
auschwitzban;2;2
ausencia;3;2
ausom;2;2
auspex;2;2
auspices;4;4
austen;5;3
austerity;3;2
austin;42;13
austinc;3;3
austral;9;5
australia;25;10
australian;7;3
austria;19;12
austrian;8;6
ausztral;3;2
ausztria;13;7
ausztriaban;2;2
ausztrianak;2;2
aut;2;2
auth;2;2
authentic;4;4
authentication;2;2
authenticity;8;5
author;82;36
authored;7;4
authoritarian;6;5
authoritarianism;2;1
authoritative;2;2
authorities;57;29
authority;129;48
authorization;18;9
authorizations;2;2
authorize;5;4
authorized;11;7
authors;26;17
authur;7;3
autistic;2;2
auto;21;14
autobaun;3;3
autobiographical;13;5
autobiographies;2;2
autobiography;5;4
autocad;3;2
autocracy;2;2
autodesk;4;4
autojat;2;2
autok;3;3
autom;5;4
automata;5;5
automated;8;8
automatic;10;9
automatically;30;18
automatikusan;3;3
automation;10;6
autometric;4;4
automibles;2;2
automobile;23;15
automotive;31;11
automotores;4;2
automotrices;4;3
automotriz;3;2
automovilistas;2;2
autonom;3;3
autonomia;3;3
autonomiaja;2;2
autonomiajat;2;2
autonomiat;5;5
autonomiaval;2;2
autonomous;6;4
autonomy;21;13
autopalya;2;2
autoplace;3;1
autorizaci;2;2
autorizado;2;1
autoroute;2;2
autos;3;3
autoshop;8;2
autoturn;2;1
autumn;10;7
aux;2;1
auxiliary;6;5
avagy;9;6
availability;20;13
available;211;86
avalasztasi;3;3
avalasztasok;2;2
avalasztojogi;2;2
avalon;4;4
avanzada;4;2
avar;3;1
avatkoznak;2;1
avattak;3;2
avc;2;2
avcom;2;2
ave;11;8
avel;3;3
avenue;34;19
average;54;26
averaged;10;2
averages;6;3
aveszely;2;2
avg;7;2
avh;6;5
aviaci;2;2
aviation;20;5
avicom;5;4
avid;5;5
avionics;3;3
avisnet;3;3
avizsgalat;2;2
avl;2;2
avner;2;2
avnet;3;2
avo;5;3
avoid;39;25
avoidance;6;4
avoided;8;8
avoiding;12;10
avoids;3;3
avolt;2;2
avon;3;3
avos;2;1
avosgyerek;7;6
avosivadek;2;2
avval;11;10
aw;5;3
awacs;5;4
awaited;4;4
awakening;6;5
award;37;20
awarded;14;12
awarding;8;6
awards;23;18
aware;23;18
awareness;16;14
away;36;23
awesome;2;1
awinc;87;5
awod;5;5
aws;4;3
axes;10;5
axess;4;4
axial;2;1
axiom;3;3
axion;2;2
axionet;6;6
axis;24;11
axisnet;2;2
axline;3;3
axs;4;4
axsamer;2;2
ayala;2;2
aye;2;2
az;7081;51
azadohivatal;2;2
azadossagszolgalat;2;1
azalacsony;3;1
azalea;3;3
azallam;3;3
azallamfo;2;2
azallami;2;2
azallamnak;2;1
azallatok;2;1
azaltal;7;7
azamerikai;3;3
azaz;21;17
aze;2;2
azegesz;2;1
azegyhaz;2;2
azegyhazak;2;2
azegyhazi;3;2
azegyik;4;4
azegykori;3;3
azegyuttmukodes;2;2
azelet;2;1
azellenzek;3;3
azellenzeki;2;2
azelmult;2;2
azelott;3;3
azelozo;2;1
azelso;4;3
azember;3;1
azemberek;2;2
azerbaijan;2;2
azert;136;37
azfkgp;3;3
azigazi;2;2
azimuth;2;1
azinflacio;5;5
azinternet;2;2
aziskolak;2;2
azmdf;9;6
azmdnp;2;2
azmszp;9;8
aznap;2;2
azok;112;37
azokat;55;25
azokban;5;5
azokhoz;3;3
azokkal;8;8
azoknak;24;14
azoknal;2;2
azokon;5;3
azokra;5;4
azoktol;4;4
azon;79;30
azonban;177;39
azonkormanyzatok;2;2
azonnal;29;19
azonnali;13;10
azonos;26;16
azonosak;2;2
azonositottak;2;2
azorosz;7;3
azorszag;8;5
azorszaggyules;5;5
azorszaggyulesben;3;3
azorszagnak;2;2
azorszagok;2;2
azota;20;12
azsem;2;2
azsiai;7;6
azsiaiakkal;2;1
azstarnet;17;8
azszdsz;11;7
azt;638;43
aztan;31;19
aztec;5;5
aztis;3;3
aztkivanjak;2;2
azugyben;2;2
azut;5;2
azutan;26;15
azutolso;3;3
azzal;105;35
ba;58;28
baan;3;3
babbit;2;1
babbitt;3;2
babel;2;2
babies;4;3
babss;3;3
baburin;3;2
baby;7;6
babylon;3;3
babylonian;2;1
bac;5;1
bach;3;2
bachelor;3;3
back;201;88
backdrop;6;5
backed;3;3
background;87;48
backgrounds;7;7
backing;2;2
backpackers;2;1
backs;4;4
backscatter;17;4
backscattering;3;1
backward;2;2
bacon;3;2
bacs;3;1
bacska;2;1
bacskaban;2;1
bacteria;8;6
bad;23;16
badge;4;2
badham;13;13
badillo;5;5
badly;4;4
bae;12;5
bafalis;8;8
bag;5;4
baggage;3;3
bagoert;3;3
bags;3;2
bah;27;10
bahnhof;5;5
bahrain;7;6
baikal;4;1
bail;9;2
bailey;12;9
bailout;2;2
bailyn;2;1
baj;21;12
baja;14;10
bajainak;2;2
bajas;2;2
bajba;2;2
bajban;2;1
bajnak;3;3
bajnok;5;4
bajnoka;4;3
bajnoki;3;2
bajnokok;2;2
bajnoksag;3;1
bajo;11;7
bajok;3;2
bajokat;3;2
bajor;5;3
bajt;3;3
baka;3;3
bake;3;1
baker;21;21
bakerbooks;5;5
bakke;8;4
bakos;3;3
bakterium;3;2
bakteriumsporak;2;1
bal;6;5
balance;60;40
balanced;18;11
balances;13;9
balancing;3;3
balaton;8;3
balatoni;4;2
balazs;5;4
balcony;3;1
baldus;5;5
baldwin;17;4
baldwinw;4;4
baleset;2;2
balhet;4;3
bali;4;1
balint;17;12
balja;2;2
balkan;5;2
balkani;14;7
balkans;8;6
balkhash;3;1
balkotmany;2;2
balkotmanya;2;1
balkotmanyozas;2;2
ball;14;11
ballard;3;3
ballet;2;1
balliberalis;6;3
ballistic;8;8
ballooning;2;1
balloons;2;2
ballot;10;7
balloting;2;1
ballots;2;2
balls;2;1
bally;2;2
balo;2;2
balogh;5;2
baloldal;5;5
baloldalhoz;2;2
baloldali;23;16
baloldalon;2;2
balsai;2;1
balti;2;2
baltic;10;5
baltics;4;2
baltimore;7;6
balzac;6;1
bamaca;3;1
bamanet;6;4
bamberg;6;5
bamult;2;2
ban;200;44
banana;4;1
bancarias;4;2
banco;2;1
bancos;3;3
band;93;18
banda;7;6
bandaja;2;1
bandak;2;2
bandat;3;3
bandera;2;2
bands;3;3
bandwidth;10;4
banffcentre;3;3
banfield;4;3
bang;3;3
bangkok;5;1
bangor;10;5
bank;153;62
banka;3;2
bankamerica;2;2
bankarok;5;5
bankban;2;2
banki;5;5
banking;40;19
bankja;2;2
banknak;5;3
bankok;22;10
bankokat;3;3
bankoktol;2;1
bankot;4;4
bankrupt;3;3
bankruptcy;11;9
banks;29;16
bankszferaban;2;2
bankvezetes;2;2
bankvilag;6;4
banlaki;7;3
bannak;4;4
banned;3;2
banning;2;2
banque;3;3
bans;5;3
banyan;3;3
banyen;2;2
bao;2;1
baptist;5;5
bar;159;60
barabanov;5;1
barabbas;2;1
baranet;3;3
barankovics;2;2
barany;5;4
baranya;2;2
baranyai;2;2
barat;5;5
baratai;7;6
barati;5;4
baratja;2;1
baratok;6;4
baratsag;4;2
baratsagtalan;2;2
barbara;18;13
barber;2;2
barbuda;3;3
barche;2;1
bard;4;4
bardos;3;3
bare;7;5
barely;3;2
bargaining;32;11
barhol;4;3
baring;2;2
barint;5;5
barker;3;3
barki;18;16
barkinek;4;4
barkit;3;3
barksdale;2;2
barmely;11;8
barmelyik;3;3
barmi;7;4
barmifele;3;3
barmikor;9;7
barmilyen;15;11
barminemu;3;2
barmit;4;2
barmok;2;1
barn;5;2
barna;2;2
barnard;13;12
barnes;9;9
barnier;4;1
baro;2;2
barokat;2;2
barometer;2;2
baromsag;19;3
baromsagok;4;1
baron;20;5
barons;2;1
baroque;7;3
barozzi;2;1
barr;3;3
barra;4;4
barracks;2;1
barrancas;2;1
barred;5;4
barrett;8;7
barrhead;5;5
barrier;5;4
barriers;9;9
barril;10;5
barriles;41;8
barring;3;3
barrone;2;1
barry;7;6
bars;4;4
barsony;2;2
barsukov;22;3
bart;21;5
barth;6;5
bartha;2;1
bartleby;4;1
bartlett;10;10
bartok;5;4
bartoks;2;2
barton;6;5
barvikha;3;2
barwonwater;2;2
bas;4;4
basa;2;2
basal;3;2
base;64;37
baseball;3;3
based;312;125
baseline;3;2
bases;20;16
basf;5;5
bashir;2;2
bashkortostan;2;2
basic;87;55
basically;9;8
basics;3;2
basin;2;2
basing;4;4
basins;3;2
basis;82;56
basix;5;5
basket;2;1
bat;7;5
batam;4;1
batelco;5;5
bateman;5;5
bates;11;11
bath;6;6
bathing;4;4
baths;2;2
batista;2;1
batnet;2;2
bator;2;2
batorfi;4;2
batoritja;3;2
batoritjak;8;1
batortalan;2;1
batrabb;3;2
batran;3;3
battered;5;4
battery;31;9
batthyany;12;11
battle;34;22
battlefield;2;2
battles;6;6
baturin;3;1
baucus;11;11
baudelaire;3;1
bauer;3;3
baugher;3;1
bauman;6;6
bawue;3;2
baxter;22;6
bay;41;24
bayer;4;4
bayesian;2;1
bayh;9;9
baylor;6;6
baylordallas;2;2
baynet;5;4
baynetworks;4;3
bayou;5;5
bayreuth;3;2
bays;2;2
bayserve;2;2
bazilika;5;2
bazis;3;2
bazisat;2;2
bb;69;13
bban;3;2
bbb;3;3
bbc;13;10
bbek;3;2
bben;3;2
bbentek;2;1
bbi;21;3
bbn;4;4
bbnplanet;2;1
bbs;25;7
bbsi;4;4
bbsnet;3;3
bbsrc;7;4
bbsz;2;2
bbt;3;3
bbtt;3;3
bby;5;5
bc;182;10
bcaa;2;2
bcasd;2;2
bcbc;2;2
bcbsal;5;5
bcbsnd;2;2
bcc;8;5
bce;3;1
bch;3;2
bcinet;3;3
bcit;6;4
bcl;5;5
bcm;7;5
bcn;10;5
bcoe;5;5
bconnex;5;5
bcpl;5;5
bcsc;2;2
bctel;4;3
bctm;2;2
bcwan;3;3
bcweare;2;1
bd;8;5
bdc;2;1
bdm;5;5
bdmg;2;2
bdsnet;4;4
bdsz;2;1
bdszsz;2;2
bdt;5;4
be;2307;276
bea;2;2
beach;42;15
beaches;9;7
beachnet;4;3
beaked;2;1
beall;6;6
beallitottsagu;2;2
beallt;4;4
beam;8;5
beams;6;2
bean;3;3
bear;14;13
bearamlo;2;1
bearamlott;2;2
beard;15;10
bearing;3;3
bearings;4;1
bears;5;3
beat;5;5
beaten;10;7
beating;3;3
beatles;3;2
beaufort;2;2
beautiful;3;3
beauty;23;9
beavatkozas;2;2
beavatkozasokra;2;2
beavatkozasra;2;2
beaver;4;4
beaz;2;2
bebetonozni;2;1
bebizonyitani;2;2
bebizonyitotta;3;2
bebizonyosodott;3;3
bebiztositotta;2;1
bebiztositsa;3;2
bebop;2;1
became;27;19
because;304;105
bechtel;4;4
becker;6;4
beckett;19;8
beckman;4;3
become;99;61
becomes;48;31
becoming;35;27
becs;4;3
becsben;3;3
becsi;5;5
becslesek;3;3
becsukni;2;2
becsulete;2;2
becsuletes;4;3
becsulik;2;2
becsultek;2;2
bed;4;3
bedell;11;11
bedie;3;2
bedjaoui;2;1
bee;5;5
beecher;3;2
been;535;158
beer;2;2
beerik;2;2
beethoven;13;2
befejezese;3;3
befejezi;2;1
befejezni;2;2
befejezodhet;2;1
befejezodik;2;2
befejezodott;2;2
befejezte;2;1
befejeztevel;3;2
befektetes;2;2
befektetesi;7;6
befektetni;2;2
befekteto;3;3
befektetoi;3;3
befektetoknek;5;4
befizetett;6;5
befizetni;3;2
befogadasara;2;2
befogado;2;2
befoly;2;2
befolyas;2;2
befolyasa;2;2
befolyasolja;5;5
befolyasoljak;4;3
befolyasolni;3;3
befolyasolo;2;2
befolyasolta;2;2
befolyasos;2;2
before;222;97
beforehand;2;2
befutott;4;2
began;38;30
begich;3;3
begin;61;51
beginning;46;36
beginnings;22;17
begins;20;17
begun;7;5
beh;2;2
behalf;24;17
behavior;136;45
behavioral;14;10
behaviorism;2;2
behaviors;15;6
behind;38;33
behozatallal;2;2
behozni;2;1
bei;5;4
beijing;22;6
beindult;2;2
being;304;138
beings;12;8
beinteni;2;2
beintett;2;2
bejegyezve;2;2
bejegyzes;2;2
bejegyzett;7;6
bejelentett;2;2
bejelentette;32;22
bejelentettek;5;5
bejon;2;2
bejott;2;1
bekapcsolodhatnak;2;1
beke;16;10
bekeert;2;2
