Token;Repeticiones;# de archivos
ahov;1;1
ahova;5;5
ahovaellatogat;1;1
ahoynet;5;5
ahoz;1;1
ahpca;1;1
ahs;10;5
ahsc;11;2
ahttp;1;1
ahus;1;1
ahuzassal;1;1
ahythmic;2;2
ai;15;9
aiaa;2;1
aic;1;1
aichi;1;1
aici;4;4
aid;74;47
aidat;1;1
aide;8;5
aided;6;4
aides;20;9
aidid;1;1
aiding;9;3
aids;73;23
aidspeak;1;1
aidt;1;1
aifo;1;1
aig;4;4
aii;2;2
aikane;2;1
aiken;4;4
aikido;5;1
aikikai;3;1
aikman;1;1
ail;2;2
ailing;2;1
ailment;1;1
ailments;4;4
aim;28;20
aimed;25;21
aimetering;4;4
aiming;2;2
aimnet;5;5
aimonson;2;2
aimr;1;1
aims;11;9
ain;1;1
aina;1;1
ainet;5;5
ainknal;1;1
ainslie;1;1
aip;7;5
air;155;47
airborne;11;8
aircraft;21;13
aircrew;1;1
airdata;2;2
aire;1;1
aired;1;1
aires;14;6
airfare;4;4
airfares;1;1
airfield;2;1
airflow;1;1
airforce;1;1
airing;1;1
airlift;2;2
airline;30;6
airlines;49;10
airliquide;2;2
airmass;1;1
airmen;1;1
airmics;1;1
airnet;3;3
airpcs;2;2
airplane;2;2
airplanes;1;1
airport;51;8
airports;5;3
airs;1;1
airsar;23;6
airshow;5;4
airtime;2;2
airtouch;9;6
airway;1;1
airways;10;3
ais;13;5
aiss;2;2
aist;1;1
aisys;1;1
aisystem;1;1
ait;3;3
aitec;2;2
aith;1;1
aitkin;1;1
aiva;1;1
aix;9;6
aixdialin;5;5
aizu;3;3
aj;1;1
ajaj;1;1
ajan;1;1
ajandek;1;1
ajandekat;1;1
ajandekba;3;1
ajandekcsomag;1;1
ajandekoterdelyi;1;1
ajandekozasra;1;1
ajandekozast;1;1
ajandekozna;1;1
ajandekozo;1;1
ajandekozta;1;1
ajandekozzon;1;1
ajanl;1;1
ajanlas;4;2
ajanlasa;2;1
ajanlasanak;1;1
ajanlasara;1;1
ajanlata;1;1
ajanlataim;2;1
ajanlatokat;1;1
ajanlatot;3;3
ajanlatotkapott;1;1
ajanlatotteszi;1;1
ajanlatrol;1;1
ajanlattal;1;1
ajanlattetelhez;1;1
ajanlhatnafol;1;1
ajanlhato;1;1
ajanlja;1;1
ajanljon;1;1
ajanlolevelet;1;1
ajanlom;1;1
ajanlott;8;8
ajanlottak;2;2
ajanlottam;1;1
ajavaslatuknak;1;1
ajavulast;1;1
ajeghegy;1;1
ajelek;1;1
ajelenlegi;5;5
ajelensegekhez;1;1
ajelentes;1;1
ajelzojet;1;1
ajith;1;1
ajkukat;1;1
ajkukkal;1;1
ajobbkozep;1;1
ajobboldali;1;1
ajobboldalon;1;1
ajofiu;1;1
ajogaiert;1;1
ajogallamisag;1;1
ajotekony;1;1
ajovo;3;3
ajovoben;2;2
ajtajat;1;1
ajtatossagot;1;1
ajto;1;1
ajtoban;1;1
ajtok;1;1
ajtot;1;1
ajukosz;1;1
ajukoszt;1;1
ajustan;1;1
ajuste;4;4
ajustes;3;2
ak;34;8
akabatom;1;1
akabinet;2;2
akac;1;1
akad;8;4
akadalya;4;4
akadalyok;1;1
akadalyokat;2;2
akadalyon;1;1
akadalyozasa;1;1
akadalyozhatja;1;1
akadalyozni;3;3
akadalyozva;1;1
akadalyozza;4;2
akadalyozzak;3;3
akadalyozzuk;1;1
akadalyt;2;2
akadalytalanul;1;1
akadar;2;2
akademia;4;3
akademiai;7;4
akademiakon;1;1
akademiaval;1;1
akademikus;2;2
akademikussal;1;1
akadna;1;1
akadnak;2;2
akadnakmajd;1;1
akadozik;1;1
akadt;5;5
akaffka;1;1
akaka;12;12
akalandorsag;1;1
akamatrabszolgasag;1;1
akapcsolataink;1;1
akapott;1;1
akaptarba;1;1
akapukat;1;1
akar;92;36
akara;1;1
akarat;3;3
akaratat;1;1
akaratlanul;2;2
akaratnak;1;1
akaratot;1;1
akarattal;1;1
akaratuk;1;1
akaratunk;1;1
akaraz;1;1
akarcsak;4;3
akaregy;1;1
akarhanydollarral;1;1
akarhat;1;1
akarhol;1;1
akarj;3;1
akarja;39;22
akarjak;20;13
akarjakalkalmazni;1;1
akarjakkeresztulhajszolni;1;1
akarjavallalni;1;1
akarjon;1;1
akarjuk;4;4
akarjuklenditeni;1;1
akarki;1;1
akarkivel;1;1
akarkommunistak;1;1
akarmekkora;1;1
akarmelyik;1;1
akarmi;1;1
akarmifele;1;1
akarmilyen;2;2
akarmire;1;1
akarmit;3;3
akarna;4;3
akarnak;25;19
akarnia;1;1
akaro;9;8
akarodzik;2;2
akarodzott;1;1
akarok;8;5
akarom;10;9
akarosszeutkozesbe;1;1
akarpat;1;1
akarpotlas;1;1
akart;6;6
akarta;10;8
akartak;10;8
akartam;5;3
akartartalmi;1;1
akarteriteskent;1;1
akartprodukalni;1;1
akartuk;1;1
akarunk;13;11
akarunkegy;1;1
akarunkonrendelkezesi;1;1
akarva;2;2
akarvisszaallitani;1;1
akaszt;1;1
akasztani;1;1
akasztatta;1;1
akasztofa;1;1
akasztofan;1;1
akasztofat;1;1
akasztofavales;1;1
akasztoi;1;1
akasztott;1;1
akasztottak;1;1
akasztunk;1;1
akatolikus;1;1
akatt;1;1
akci;1;1
akcio;8;7
akcioban;2;2
akciohoz;1;1
akcioikat;1;1
akcioja;2;2
akciojat;1;1
akciojatom;1;1
akciojukhoz;2;1
akciok;7;5
akciokat;5;4
akciokatlebonyolitani;1;1
akciokban;3;2
akcioknal;1;1
akciokra;1;1
akciomeghirdetese;1;1
akcionak;1;1
akciorakeri;1;1
akciorol;1;1
akciot;7;7
akciotkivanunk;1;1
akciozasa;1;1
akdnp;3;3
akedelyeket;1;1
akedvezo;1;1
akekeke;1;1
akelet;2;1
akeleti;1;1
akelletenel;1;1
akemeny;1;1
akepviselo;2;2
akepviselok;1;1
akerdesben;1;1
akerdeskorre;1;1
akerdesre;1;1
akerdezettek;1;1
akereskedelmet;1;1
akereszteny;1;1
akeresztenydemokratak;1;1
akeresztenyseg;1;1
akereteket;1;1
akerley;1;1
akesobb;1;1
akesobbiekben;1;1
akeszenleti;1;1
aket;2;2
aketsegbeeses;1;1
aketsegbeeso;1;1
akezdemenyezessel;1;1
akezdemenyezest;1;1
akezdemenyezo;1;1
akezemben;1;1
aki;284;43
akiado;1;1
akiadvanyokhoz;1;1
akiaz;1;1
akiegyedul;1;1
akiegyezes;1;1
akielegitesere;1;1
akielmondta;1;1
akierzekelte;1;1
akifejezesszabadsagot;1;1
akigunyt;1;1
akigyermekszules;1;1
akihamarosan;1;1
akihez;1;1
akik;213;41
akikaz;1;1
akikert;3;2
akiket;17;13
akiketmegtevesztett;1;1
akikevekig;1;1
akikifogasolta;1;1
akikkal;1;1
akikkel;2;2
akikkozoltek;1;1
akikmagyarorsz;1;1
akiknek;22;14
akiknekkizarolagos;1;1
akikonradnak;1;1
akikpolitikai;1;1
akikrajuk;1;1
akikrol;2;2
akikrossz;1;1
akikugy;1;1
akikugyanazt;1;1
akikvoltunk;1;1
akilatastalan;1;1
akimasa;1;1
akimedgyessy;1;1
akimost;1;1
akimutatas;1;1
akin;3;3
akinai;1;1
akinek;28;22
akinekidegallapota;1;1
akinekmegbizatasa;1;1
akinel;1;1
akinem;1;1
aking;1;1
akio;1;1
akipedig;1;1
akiralyhagomelleki;1;1
akire;1;1
akirol;2;2
akis;2;1
akisantant;2;2
akisebbseggel;1;1
akisgazdak;3;3
akisgazdaszakertok;1;1
akisletszamu;1;1
akiszerint;1;1
akit;20;13
akitol;2;2
akituntetessel;1;1
akivansagrol;1;1
akivel;2;2
akkor;316;38
akkora;7;7
akkorazt;1;1
akkorcsoti;1;1
akkorcsutortokon;1;1
akkoreroszakosan;1;1
akkorfogom;1;1
akkorgyakorlatilag;1;1
akkori;16;10
akkoriban;2;2
akkorigen;1;1
akkorimagyarorszagi;1;1
akkoris;5;4
akkorkerulhet;1;1
akkorkudarcot;1;1
akkormeg;1;1
akkornem;1;1
akkorpedig;1;1
akkorra;1;1
akkorsincs;1;1
akkorvajon;1;1
akkos;1;1
akkreditalt;3;1
akkuratus;2;1
akleptokrata;1;1
aknamunka;2;1
aknet;1;1
ako;1;1
akoalicio;1;1
akoalicios;1;1
akockazati;1;1
akoltsegeket;1;1
akoltsegvetes;5;5
akoltsegvetesi;4;4
akoltsegvetest;1;1
akombakom;1;1
akommunista;3;3
akommunistakkal;1;1
akomoly;1;1
akomranypartoktol;1;1
akon;1;1
akoncepcio;1;1
akongresszust;1;1
akonrad;1;1
akonvergencia;1;1
akonyvben;1;1
akonyvtarambol;1;1
akonzervativ;1;1
akopint;1;1
akorabbi;1;1
akorben;1;1
akorhatar;1;1
akorhataremelesnek;1;1
akorhaz;1;1
akormany;8;6
akormanyfo;4;4
akormanyfoi;1;1
akormanyhoz;1;1
akormanyparti;1;1
akormanypartokhoz;1;1
akormanypolitika;1;1
akormanyprogrammal;1;1
akormanyuleseket;1;1
akormanyvaltozas;1;1
akormanyzat;4;4
akormanyzati;2;2
akorrupcio;1;1
akorulmeny;1;1
akos;1;1
akotelezettsegek;1;1
akotelezettsegvallalasoknak;1;1
akotelezo;1;1
akotetekben;1;1
akotvenyek;1;1
akotvenyt;1;1
akovetkezmenye;1;1
akovetkezo;1;1
akozalkalmazottak;1;1
akozel;1;1
akozeljovoben;1;1
akozelmult;1;1
akozelmultban;1;1
akozep;2;2
akozepgeneracio;1;1
akozepretegek;1;1
akozepszerbol;1;1
akozigazgatas;1;1
akozigazgatasi;1;1
akozoktatas;1;1
akozoktatast;1;1
akozosseg;1;1
akozossegi;1;1
akozponti;2;2
akozpontilag;1;1
akozsegek;1;1
akoztarsasagi;1;1
akoztorvenyesekkel;1;1
akoztulajdon;1;1
akozvelemenyt;1;1
akratlanul;1;1
akritas;1;1
akron;3;3
akrudat;1;1
aksi;5;5
aktfotokat;1;1
aktionen;1;1
aktiv;5;4
aktivaiert;1;1
aktivainak;1;1
aktivan;1;1
aktivistak;2;1
aktivistakent;1;1
aktivitasanak;1;1
aktivitasanakerosodese;1;1
aktivizalni;1;1
aktorok;1;1
aktualis;5;3
aktualisabbdolgok;1;1
aktualisak;1;1
aktualitast;1;1
aktualpolitikai;1;1
aktusa;1;1
aktusat;1;1
akulfoldiek;2;1
akulfoldnek;1;1
akulkereskedelmi;2;2
akulonbozo;2;2
akulonbseget;1;1
akulonfele;1;1
akulonos;1;1
akulso;1;1
akultura;1;1
akzonobel;1;1
al;295;56
ala;74;34
alaastak;1;1
alabama;34;34
alabastor;1;1
alabb;7;4
alabbi;32;19
alabbiak;1;1
alabbiakat;1;1
alabbiakban;1;1
alabbiakkal;1;1
alabbiakon;1;1
alabbihoz;1;1
alabecsulni;1;1
alabiso;1;1
alacsony;18;14
alacsonyabb;9;8
alacsonyabbak;1;1
alacsonyabbinflacios;2;1
alacsonyak;1;1
alacsonyan;1;1
alacsonyitasa;1;1
alacsonypeldanyszamu;1;1
alacsonyrendu;2;1
alacsonyszuletesi;1;1
aladar;1;1
aladdin;6;5
aladdinsys;2;2
aladon;1;1
alagsori;1;1
alahuzta;3;3
alahuzza;2;2
alain;1;1
alaina;2;2
alair;1;1
alairas;28;25
alairasa;6;3
alairasaert;1;1
alairasahoz;1;1
alairasakor;1;1
alairasanak;1;1
alairasara;3;3
alairasat;2;2
alairasaval;2;2
alairasgyujtese;1;1
alairasgyujtest;2;2
alairasi;3;3
alairasok;1;1
alairasokat;1;1
alairasra;1;1
alairassal;1;1
alairatjak;1;1
alairjak;1;1
alairjuk;1;1
alairna;1;1
alairni;5;4
alairnia;1;1
alairok;1;1
alairt;12;10
alairta;4;3
alairtahorvath;1;1
alairtak;2;2
alairtukbarcza;1;1
alairvan;1;1
alajos;2;2
alajstromozottakat;1;1
alak;1;1
alakerdezo;1;1
alakerulhet;1;1
alakhawayn;1;1
alaki;1;1
alakit;2;2
alakitanak;2;2
alakitani;5;4
alakitanunk;1;1
alakithatjak;1;1
alakithatosaga;1;1
alakitja;2;2
alakitoi;1;1
alakitott;2;2
alakitotta;1;1
alakitottaak;1;1
alakitottak;1;1
alakitsuk;1;1
alakja;2;2
alakok;1;1
alakossag;8;6
alakossagot;1;1
alakul;15;9
alakulasa;4;4
alakulasanak;1;1
alakulasat;1;1
alakulaskor;1;1
alakulatait;1;1
alakulatok;2;2
alakulatokat;1;1
alakulatokban;1;1
alakulhasson;1;1
alakulhat;3;2
alakuljon;7;7
alakulnak;6;5
alakulnakki;1;1
alakulo;2;2
alakult;19;16
alakultak;4;4
alakultcsoportosulasnak;1;1
alakultemlekbizottsag;1;1
alakultki;1;1
alakzatot;1;1
alalnokekent;1;1
alamance;2;2
alamerseklodik;1;1
alami;2;1
alamo;1;1
alamok;1;1
alamosa;4;4
alamuszi;2;2
alan;10;7
alang;1;1
alankadatlan;1;1
alans;1;1
alantas;1;1
alanya;1;1
alanyai;1;1
alanyi;1;1
alanyuk;2;1
alao;1;1
alap;25;13
alapadotts;1;1
alapanyagarak;1;1
alapba;1;1
alapeert;1;1
alapeletkorulmenyeit;1;1
alapellatas;2;1
alapelveit;1;1
alapelveivel;1;1
alapelvet;1;1
alapelvu;1;1
alapertekeketismertette;1;1
alapeszmeket;1;1
alapfeltetele;1;1
alapfeltetelkent;1;1
alapilo;1;1
alapit;1;1
alapitanak;1;1
alapitani;3;3
alapitasahoz;1;1
alapitasanak;2;2
alapito;2;2
alapitoi;3;3
alapitok;3;3
alapitott;5;4
alapitotta;1;1
alapitottak;1;1
alapitottam;1;1
alapitotttatrabank;1;1
alapitvannyal;1;1
alapitvany;28;17
alapitvanya;1;1
alapitvanyara;1;1
alapitvanyi;2;2
alapitvanyok;2;2
alapitvanyokhoz;1;1
alapitvanyokkal;1;1
alapitvanyokon;1;1
alapitvanyunk;1;1
alapitvanyunkon;1;1
alapj;8;3
alapja;12;10
alapjaban;2;2
alapjai;2;2
alapjaiban;1;1
alapjainak;1;1
alapjainakfelszedeset;1;1
alapjait;2;2
alapjan;89;31
alapjanalkotott;1;1
alapjat;2;2
alapjaul;2;2
alapjog;1;1
alapjogavalszembenallast;1;1
alapjogot;3;3
alapjuk;1;1
alapkove;1;1
alapkoveit;1;1
alapkovet;1;1
alapkovetelmenyeit;1;1
alapmoveletek;1;1
alapmuveleteket;1;1
alapnak;2;2
alapnyugdij;1;1
alapok;7;6
alapokgazdalkodasat;1;1
alapokmanya;1;1
alapokmanyaban;3;1
alapokmanyabol;1;1
alapokmanyanak;1;1
alapokmanyaval;2;1
alapokon;4;4
alapokra;1;1
alapoktol;1;1
alapon;15;13
alaponakarjak;1;1
alaponfelvetheto;1;1
alapos;7;5
alaposabban;1;1
alaposabbanmeggyozodhessenek;1;1
alaposan;8;6
alaposanatgondolt;1;1
alapot;3;3
alapozni;1;1
alapozott;7;5
alapozta;1;1
alapozva;1;1
alapozz;1;1
alapozzak;2;2
alapproblema;1;1
alapproblemarol;1;1
alaprol;1;1
alapsokasagot;1;1
alapszabaly;2;2
alapszabalya;2;2
alapszabalyabol;1;1
alapszabalyavalosszeegyeztethetetlen;1;1
alapszabalynak;2;2
alapszemlezes;1;1
alapszempontja;1;1
alapszervezete;1;1
alapszervezeteik;1;1
alapszervezetenek;1;1
alapszervezetnel;1;1
alapszerz;4;2
alapszerzodes;29;9
alapszerzodesbe;1;1
alapszerzodesben;1;1
alapszerzodesek;1;1
alapszerzodesekelvenek;1;1
alapszerzodeseket;1;1
alapszerzodesekkel;2;1
alapszerzodeshez;2;2
alapszerzodesi;1;1
alapszerzodesrol;1;1
alapszerzodessel;1;1
alapszerzodest;6;4
alapszik;1;1
alaptalan;5;5
alaptalanok;1;1
alaptanterv;1;1
alaptenye;1;1
alaptenyei;1;1
alapterulet;2;2
alapterulete;2;2
alapteruleten;1;1
alaptetelet;1;1
alaptetelnek;1;1
alaptetelre;1;1
alaptokejettermeszetesen;1;1
alaptoket;1;1
alaptorvennyel;1;1
alaptorveny;4;4
alaptorvenyben;1;1
alaptorvenyre;1;1
alapu;5;4
alapul;4;4
alapulnak;1;1
alapulnia;1;1
alapulo;9;8
alapulopolitikai;1;1
alapult;1;1
alapvet;4;2
alapvetes;1;1
alapveto;28;19
alapvetoen;20;13
alapvetoszerepet;1;1
alapzat;1;1
alarca;1;1
alarcat;1;1
alarcot;1;1
alarendelte;1;1
alarendeltseg;1;1
alarendeltsegeben;2;2
alarm;2;2
alarming;1;1
alas;1;1
alascom;5;5
alaska;64;41
alaskan;3;3
alatamasztani;1;1
alatamasztja;1;1
alatamasztott;1;1
alatamasztottak;1;1
alatlanos;1;1
alatogatocsoportok;1;1
alatomasok;1;1
alatt;164;40
alatta;6;5
alattalakult;1;1
alatthajtottak;1;1
alatti;13;11
alattit;1;1
alattmegteltek;1;1
alattnevezt;1;1
alattomossagnak;1;1
alattosszegyujtott;1;1
alatttukor;1;1
alavetem;1;1
alavetni;1;1
alazat;1;1
alazatos;1;1
alazatossaggal;1;1
alaztak;2;2
alazzak;1;1
alb;7;5
alban;2;2
albania;16;5
albaniabut;1;1
albanian;8;6
albanians;4;4
albaniansfrom;1;1
albany;41;9
albanyis;1;1
albats;1;1
albedo;4;2
albee;2;1
albeit;2;2
alberni;1;1
albert;23;17
alberta;1;1
albertes;1;1
albertet;2;2
alberti;2;1
alberto;1;1
albina;2;1
albint;1;1
albion;3;3
albit;1;1
albizottsag;1;1
albizottsaga;1;1
albizottsagi;1;1
albizottsagokat;1;1
albizottsagot;1;1
albny;1;1
albosta;6;6
albright;9;2
albrightamerikai;1;1
albrightwas;1;1
albsig;1;1
album;1;1
albums;2;1
albuquerque;1;1
albury;5;4
alc;1;1
alcan;1;1
alcance;2;2
alcantara;1;1
alcanz;4;3
alcanza;2;2
alcanzada;1;1
alcanzadas;1;1
alcanzado;4;2
alcanzando;4;2
alcanzar;2;2
alcanzaron;1;1
alcatel;22;6
alcazott;1;1
alceste;1;1
alcibiades;2;1
alcimei;1;1
alcista;1;1
alcoa;10;5
alcohol;50;14
alcoholic;12;5
alcoholics;4;2
alcoholism;27;3
alcona;1;1
alcorn;1;1
alcott;2;2
ald;2;2
aldasa;1;1
aldo;2;1
aldott;2;2
aldous;7;3
aldozasakor;1;1
aldozat;7;5
aldozata;3;3
aldozatai;1;1
aldozataiknak;1;1
aldozatainak;4;4
aldozatainakkartalanitasara;1;1
aldozataira;1;1
aldozatait;1;1
aldozataiva;1;1
aldozatara;1;1
aldozatban;2;1
aldozatcivilizacionk;1;1
aldozathozatalra;1;1
aldozati;1;1
aldozatkeszseg;1;1
aldozatnak;1;1
aldozatok;12;6
aldozatokat;2;2
aldozatos;1;1
aldozatot;6;6
aldozattal;1;1
aldozatvallalas;1;1
aldozo;1;1
aldoztato;3;1
aldoztatokehellyel;1;1
aldoztatokelyhet;1;1
aldridge;1;1
aleatorikus;1;1
aleertekelest;1;1
alegal;1;1
alegegeszsegesebb;1;1
alegelemibb;1;1
alegfelsobb;1;1
alegfobb;1;1
alegfontosabb;2;2
alegjobban;2;2
alegkevesbe;1;1
alegnagyobb;4;4
alegszegenyebbek;1;1
alegtobb;1;1
alehet;1;1
aleheto;1;1
alehetoseg;1;1
alehetosege;1;1
alejadas;1;1
aleksander;6;5
aleksandr;50;18
aleksandrzdanovich;1;1
aleksei;1;1
alekszander;1;1
alekszandr;3;3
alekszij;7;6
alekszijjel;1;1
aleln;2;2
alelnok;18;11
alelnoke;34;21
alelnokeelmondta;1;1
alelnokeit;1;1
alelnokenek;2;1
alelnokeszombaton;1;1
alelnoket;4;4
alelnokeve;1;1
alelnokevel;2;2
alelnokhangoztatta;1;1
alelnoki;2;2
alelnokke;1;1
alelnokkel;1;1
alelnoknek;1;1
alelnokok;1;1
alelnokoket;1;1
alelnokot;3;3
alelnokseggel;1;1
aleltan;1;1
alempour;1;1
alengyel;1;1
alenia;3;3
alenyeg;3;3
alenyeges;1;1
alepesre;1;1
alert;23;12
alerting;2;2
alerts;7;4
alespazio;1;1
alesund;1;1
aleszakadasra;1;1
aletartoztatottakat;1;1
alethea;1;1
aletminimum;4;3
aleutian;2;1
alevegoben;1;1
alevel;1;1
alex;5;4
alexander;34;28
alexandria;2;2
alexandru;1;1
alexei;1;1
alexia;2;2
alezredes;1;1
alfajainak;1;1
alfelenekontevekeny;1;1
alferink;1;1
alferyev;3;2
alfoldi;4;3
alfonse;1;1
alfonsin;1;1
alfred;26;19
alfredo;1;1
alfredtech;1;1
algebra;1;1
alger;1;1
algeria;12;4
algerian;3;3
algirdasbrazauskas;1;1
algonet;5;5
algonquinc;1;1
algorithm;8;3
algorithms;24;10
alguna;3;2
algunas;2;2
alguno;6;6
algunos;5;3
ali;13;6
alia;1;1
aliases;1;1
aliberalbolsevik;1;1
aliberalis;2;2
aliberalisnak;1;1
aliberalisok;1;1
aliberalizmus;1;1
alibis;1;1
alibit;1;1
alic;1;1
alice;6;4
alicyn;1;1
alien;18;4
alienate;1;1
alienated;1;1
alienation;28;14
alienor;1;1
aliens;26;9
alig;27;18
aligha;17;12
alighanem;8;8
alighatalal;1;1
align;2;2
aligned;3;3
alignment;1;1
alija;1;1
alike;3;3
alimony;1;1
alinc;5;5
alindokok;1;1
alinet;1;1
alink;1;1
alisa;2;2
alistat;1;1
alistolmar;2;1
alitalia;3;3
alive;12;10
aliyev;1;1
aliza;2;2
alizard;1;1
aljalottyedekkel;1;1
aljan;2;2
aljas;11;7
aljasan;1;1
aljashazugsag;1;1
aljassag;1;1
alkalma;1;1
alkalmabol;11;7
alkalmak;1;1
alkalmakat;1;1
alkalmakkor;1;1
alkalmas;19;12
alkalmasa;1;1
alkalmasabb;2;2
alkalmasak;2;2
alkalmasok;1;1
alkalmassa;1;1
alkalmassaganak;1;1
alkalmassagi;1;1
alkalmat;8;7
alkalmatlan;6;5
alkalmatlans;1;1
alkalmatlansaganakkimutatasa;1;1
alkalmatlansagat;1;1
alkalmatos;1;1
alkalmaval;3;2
alkalmavalazzal;1;1
alkalmaz;4;4
alkalmazandok;1;1
alkalmazasa;5;4
alkalmazasabol;2;1
alkalmazasahoz;1;1
alkalmazasara;2;1
alkalmazasat;1;1
alkalmazasatol;1;1
alkalmazasaval;2;2
alkalmazasba;1;1
alkalmazasra;1;1
alkalmazhato;2;2
alkalmazhatok;1;1
alkalmazhatosaganak;1;1
alkalmazkodastjutalmazzak;1;1
alkalmazkodnak;1;1
alkalmazkodni;1;1
alkalmazkodnia;1;1
alkalmazna;1;1
alkalmaznak;1;1
alkalmazni;4;4
alkalmaznia;1;1
alkalmazonak;1;1
alkalmazonyomozo;1;1
alkalmazott;10;9
alkalmazottaik;2;2
alkalmazottja;1;1
alkalmazottjakent;1;1
alkalmazottol;1;1
alkalmazta;2;2
alkalmaztak;2;2
alkalmazunk;1;1
alkalmazza;1;1
alkalmazzak;6;3
alkalmazzon;1;1
alkalom;2;2
alkalommal;12;10
alkalommalszerenyek;1;1
alkaptonuria;1;1
alkat;1;1
alkatreszerol;1;1
alkatreszt;1;1
alkattal;1;1
alkatu;1;1
alkhan;1;1
alkhazurovo;1;1
alkilaci;1;1
alkoholista;2;2
alkoholistak;1;1
alkoholistat;1;1
alkoholizmusba;1;1
alkoholt;1;1
alkonyanak;1;1
alkossuk;1;1
alkot;2;2
alkotas;1;1
alkotasaival;1;1
alkotasokat;1;1
alkothatjak;1;1
alkothatnak;1;1
alkotm;10;2
alkotmany;29;18
alkotmanya;3;3
alkotmanyanakleglenyegesebb;1;1
alkotmanyat;1;1
alkotmanyaval;1;1
alkotmanyba;4;4
alkotmanyban;4;3
alkotmanybirak;2;2
alkotmanybiraskodas;1;1
alkotmanybiroi;2;1
alkotmanybironak;1;1
alkotmanybirosag;21;12
alkotmanybirosaghoz;5;5
alkotmanybirosagi;3;3
alkotmanybirosagok;2;2
alkotmanybirosagotilletoen;1;1
alkotmanybirosagrol;1;1
alkotmanybirosagtol;1;1
alkotmanybirosagugyrendjerol;1;1
alkotmanyellenes;10;7
alkotmanyelleneskedik;1;1
alkotmanyellenesnek;2;2
alkotmanyelokeszito;2;2
alkotmanyilag;1;1
alkotmanyjavaslatot;1;1
alkotmanyjogasz;3;3
alkotmanyjogaszok;1;1
alkotmanyjogaszoknak;1;1
alkotmanykoncepcio;16;4
alkotmanykoncepcioban;2;1
alkotmanykoncepciohoz;1;1
alkotmanykoncepciojaval;1;1
alkotmanykoncepciorol;1;1
alkotmanykoncepciot;3;3
alkotmanymodositas;1;1
alkotmanymodositast;1;1
alkotmanynak;2;1
alkotmanyokkal;1;1
alkotmanyos;14;9
alkotmanyosan;3;3
alkotmanyosangarantalja;1;1
alkotmanyosmagyar;1;1
alkotmanyossages;1;1
alkotmanyossagi;1;1
alkotmanyossagot;2;2
alkotmanyozas;1;1
alkotmanyozasi;1;1
alkotmanyozasra;2;1
alkotmanyozasrol;1;1
alkotmanyozast;1;1
alkotmanyozni;2;2
alkotmanyozo;2;2
alkotmanyra;1;1
alkotmanysertes;3;3
alkotmanysertesi;1;1
alkotmanyserto;3;3
alkotmanyt;3;3
alkotmanytervezet;1;1
alkotmanyugyi;6;5
alkotmanyugyibizottsag;1;1
alkotmanyuk;1;1
alkotna;1;1
alkotni;1;1
alkoto;5;4
alkotoeleme;1;1
alkotoi;1;1
alkotoszovetsegei;1;1
alkotott;8;5
alkotottelkepzeleseit;1;1
alkotsz;1;1
alkotta;3;2
alkottak;3;3
alku;1;1
alkudoznak;1;1
alkudozz;1;1
alkuhalorendszerenek;1;1
alkulccsalnyitogato;1;1
alkulhattak;1;1
alkura;1;1
alkuszamok;1;1
alkut;1;1
alkymi;2;2
all;923;274
allam;65;22
allama;3;3
allamadosasglebonyolitasanak;1;1
allamadossag;7;6
allamadossagat;1;1
allamadossagbol;1;1
allamadossagot;1;1
allamaik;1;1
allamalapitas;1;1
allamapparatusbol;1;1
allamarol;1;1
allamaval;1;1
allamban;1;1
allambol;1;1
allamcsinnyel;1;1
allamdoan;1;1
allamellenes;1;1
allamelnok;2;1
allamelnokenek;1;1
allamelnoket;1;1
allamferfi;2;2
allamferfit;1;1
allamfo;18;12
allamfoghaz;1;1
allamfoghazat;1;1
allamfoghazert;1;1
allamfoghazra;2;1
allamfok;1;1
allamfomeghallgatasa;1;1
allamforma;2;2
allamformaknak;1;1
allamformank;1;1
allamfota;1;1
allamgazdasagunkat;1;1
allamhatalmat;1;1
allamhatalmiszerveinek;1;1
allamhatalomban;1;1
allamhazartasi;1;1
allamhaztartas;9;7
allamhaztartasi;11;9
allamhaztartasireformbizottsag;1;1
allamhaztartasreform;1;1
allamhaztartast;1;1
allamhoz;1;1
allami;116;32
allamibanktol;1;1
allamibudzse;1;1
allamiellenorzes;1;1
allamierdekeltsegu;1;1
allamigazgatas;3;2
allamigazgatasban;1;1
allamigazgatasi;3;3
allamikenyszerintezkedes;1;1
allamikorrupcio;1;1
allamikulkereskedelmi;1;1
allamilag;1;1
allamilaggarantaljak;1;1
allamimedianal;1;1
allaminormativ;1;1
allamisag;1;1
allamitamogatas;1;1
allamitamogatasban;1;1
allamitamogatast;1;1
allamitulajdonresz;1;1
allamitulajdonu;1;1
allamivagyon;1;1
allamkasszabol;1;1
allamkasszat;1;1
allamkivonul;1;1
allamkoltsegen;1;1
allamkotvenyeketis;1;1
allammal;1;1
allamnak;11;8
allamnaksvedorszagtol;1;1
allamnem;1;1
allamok;21;15
allamokat;2;2
allamokatteremtettek;1;1
allamokba;1;1
allamokban;19;6
allamokbeli;2;2
allamokkal;3;1
allamokkonyvtaraiba;1;1
allamokkozotti;2;1
allamokra;1;1
allamoktol;1;1
allamot;1;1
allampapirok;1;1
allampapirokkibocsatasa;1;1
allampapirokosszerteke;1;1
allampolgar;16;13
allampolgara;2;1
allampolgarai;3;2
